tau1,tau2,tau3,tau4,p2,p3,p4,g1,g2,g3,g4,stabf
9.871395877,3.552506473,3.374926664,9.735912421,-1.108457155,-0.676477675,-1.599985454,0.974873191,0.245152269,0.112805682,0.447497528,0
4.737879516,1.995203204,7.630713482,8.359273968,-1.633869367,-0.992794986,-0.657020306,0.688513124,0.528384624,0.06360942,0.531742978,0
1.72547838,4.286358347,6.908979027,4.98065858,-1.325579151,-1.515422452,-1.584312895,0.306194034,0.899458398,0.27151317,0.973179694,0
3.696988986,2.775215183,1.812241379,6.933144095,-1.805650071,-1.815438868,-1.235691548,0.753595449,0.394976076,0.415073064,0.582284222,0
3.568751803,4.833985828,3.55593679,1.821436112,-1.216753339,-0.74000589,-1.653511865,0.557745476,0.623844422,0.316422356,0.670162796,0
9.337715365,4.050599523,5.460732123,2.966503757,-0.727559391,-0.655435665,-0.903931792,0.463429547,0.606615995,0.541043838,0.814965956,0
3.644019961,2.368622098,6.843349816,2.431349011,-1.713568117,-1.665354006,-1.75179109,0.783585652,0.649401303,0.803522913,0.083512451,0
9.477312753,4.438699507,6.656305318,3.431177331,-0.769079277,-1.490387059,-1.703759717,0.179435624,0.476111251,0.593540634,0.780729974,0
7.989167532,7.193238779,5.863262639,3.680549739,-1.714361273,-1.143873778,-1.38453114,0.085438422,0.212600054,0.927352292,0.913128931,0
4.710738199,0.831522891,6.72877109,3.153452971,-1.372677506,-1.900068402,-0.857680709,0.684466476,0.403545629,0.192770247,0.969500737,0
9.845326721,4.832927578,1.30985284,6.387791806,-0.774547757,-1.747957225,-1.122499984,0.63657074,0.578358816,0.889689152,0.471243476,0
9.227086947,9.608339371,2.183402145,8.874230398,-1.520677687,-0.794831336,-1.695894865,0.489566536,0.200846483,0.632963004,0.668981278,0
1.416108597,8.466297078,5.36333133,9.8668525,-1.17498338,-0.767231721,-1.940430119,0.851594893,0.500553576,0.537702816,0.655187713,0
0.807105447,7.30969186,9.081328193,7.487678209,-1.671384101,-0.511882504,-1.246343029,0.601661087,0.670932097,0.336640783,0.449032716,0
8.004350918,7.073023939,9.456534883,2.319456242,-0.980257407,-0.510802766,-0.663767779,0.425161448,0.549223604,0.547220999,0.497478292,0
7.024556586,5.364490515,1.041485579,8.376615789,-0.512337702,-1.299932652,-1.1607579,0.818275395,0.807980903,0.861538298,0.085342454,0
2.518130998,3.648466229,0.793628052,6.085033725,-0.921699172,-0.998049636,-1.28190993,0.634603555,0.937082169,0.747585025,0.384606389,0
6.32884759,9.421492882,9.602001255,8.195327748,-1.934591936,-1.673172174,-0.699805062,0.890792029,0.822860364,0.417910748,0.3584899,0
6.558036362,9.314760221,9.953791332,6.696442616,-1.561347103,-1.779251898,-1.682712852,0.368682237,0.870307635,0.22240009,0.108891929,0
8.210178511,7.768239819,3.788889895,9.662851244,-1.613675526,-1.447648463,-1.268991161,0.864101437,0.457143498,0.560559381,0.461091336,0
7.095286489,8.161864817,6.361275367,8.946149381,-0.91103502,-0.726581378,-1.671903299,0.54621737,0.500327816,0.940619366,0.563823926,0
3.454659917,7.099692416,5.449573923,8.406364259,-0.531531646,-1.006755121,-1.8958614,0.527737953,0.334112871,0.294272578,0.347974221,0
7.058420196,7.843717668,7.62154728,4.320224159,-0.767466345,-1.708404259,-1.221679147,0.199841573,0.629275991,0.94384653,0.093992311,0
3.929167431,7.935369669,7.757315982,1.495915079,-1.63442948,-1.409797155,-1.511080357,0.913827312,0.590545318,0.433201348,0.43930478,0
1.548507973,6.215146968,6.57563317,3.882340308,-0.701075265,-1.695198665,-1.007398795,0.447837307,0.625552086,0.517104497,0.373792436,0
5.48902319,7.170187137,7.805560033,2.63470938,-0.625413032,-1.748309829,-1.122814422,0.75142611,0.882692294,0.312916935,0.135907114,0
9.917157163,9.769039712,7.684574469,8.008479145,-1.20208534,-1.009588657,-1.258175117,0.39095102,0.714811677,0.931414584,0.793919972,0
9.647838314,4.553064113,0.58795124,7.77702505,-0.818228955,-0.73105476,-1.594736217,0.630171761,0.257178656,0.643125351,0.83346259,0
3.611119183,8.434277918,7.42236896,5.559894256,-1.689513489,-1.109057253,-0.59545242,0.355276795,0.925969197,0.636044429,0.645041328,0
5.11563262,5.711872785,5.845662046,6.254406584,-1.320746226,-1.322066705,-1.579720493,0.449610911,0.208083712,0.942931445,0.656163022,0
8.845752215,8.362437867,6.607144211,7.258735955,-0.823507164,-1.265981988,-1.535629238,0.336107527,0.961828437,0.66549913,0.688328044,0
6.836981949,9.66627326,7.426696124,4.97026727,-0.576022002,-0.825520389,-1.96042906,0.160843184,0.347950897,0.591762688,0.106057458,0
5.853764335,3.86861314,4.168968051,5.299948981,-0.879152259,-1.288988014,-1.7258575,0.607435978,0.220273757,0.600062008,0.207031795,0
6.535746451,1.409432952,7.23961652,7.489349114,-1.25654675,-1.122555556,-0.625255347,0.393450849,0.653904074,0.922985268,0.322903294,0
9.170185383,6.557860897,5.837742667,3.388494959,-0.811216822,-1.22294141,-1.241867331,0.840678576,0.572660161,0.999436972,0.480073466,0
6.25599523,2.54240096,7.024713613,9.476518169,-1.224881212,-0.688227538,-1.616779736,0.568221379,0.618402919,0.685738945,0.660087695,0
5.281678939,4.858733203,2.407369219,1.749375146,-1.392788181,-1.15758252,-1.200159571,0.559888354,0.914806044,0.152037705,0.657738733,0
3.909111169,5.827391745,7.932883898,8.205016644,-1.3645665,-1.177476826,-0.727421618,0.284646305,0.412484852,0.107232097,0.955372343,0
2.082241256,4.371960075,3.588341356,3.917227001,-0.728631064,-1.102295604,-1.728046124,0.500607147,0.297054523,0.559350673,0.831003543,0
1.29282023,5.631025617,4.262229881,2.174071921,-1.689738932,-1.14509627,-1.825071409,0.746795753,0.681222517,0.685749269,0.073522311,0
8.367261597,6.795979737,2.357059116,3.975007177,-1.802449286,-1.518904312,-0.607496418,0.957662207,0.903146761,0.065199394,0.432011478,0
3.303591679,6.775539019,2.529116845,7.720828448,-1.581118503,-1.581286422,-1.242713873,0.960771837,0.439138622,0.650787828,0.794466226,0
8.629812363,5.178884409,7.435737664,7.631533596,-0.885871026,-1.30604614,-1.80732593,0.280642087,0.849143387,0.840693317,0.746194606,0
1.050224998,6.914650024,9.586584937,9.677282711,-1.081061388,-0.766410832,-0.990524933,0.375096771,0.771844751,0.511361346,0.120359154,0
2.67724638,7.497807973,8.877047458,6.635394442,-1.395781013,-1.591467864,-0.995436404,0.077078209,0.840676742,0.578997853,0.7505867,0
2.588112167,7.982194155,5.911554359,2.105469515,-1.951851215,-1.967098949,-0.612509602,0.464405048,0.87095656,0.680695749,0.41586591,0
5.902374075,1.139160761,7.779779936,9.718296311,-1.971150198,-0.755320065,-1.640852276,0.475302777,0.987913214,0.814727529,0.323529226,0
4.761743187,2.577227506,7.029361656,7.839844336,-1.677377888,-0.508058531,-1.361314423,0.833339418,0.298769167,0.156176306,0.389743312,0
7.440179538,1.797142726,9.160119846,6.859753518,-1.265387137,-0.999492286,-0.86788403,0.796348058,0.985371782,0.401102645,0.195329399,0
7.497043943,2.211494393,7.539959682,5.22072948,-1.67538973,-1.593761631,-1.737993044,0.626272164,0.673356318,0.214277997,0.821687674,0
9.088662996,9.055629327,5.702067948,6.180951952,-1.965680269,-1.544041651,-1.252737206,0.087630166,0.192151216,0.310917478,0.706515339,0
5.750324203,9.274816188,8.18688161,7.772727854,-1.680297076,-1.020901624,-0.729058822,0.175655781,0.940155954,0.859351255,0.969781962,0
6.791395083,5.015774236,5.10719117,8.114938545,-1.692266824,-1.31478036,-0.832574536,0.544503347,0.069900237,0.35261913,0.78179564,0
6.719135885,3.066083661,5.886238937,8.536986106,-1.134469948,-0.595866635,-0.876129289,0.125894813,0.956983848,0.899441854,0.449803358,0
4.426161964,7.433473917,5.218433206,4.844917605,-0.533348447,-0.821627958,-0.713908646,0.252505851,0.680590483,0.800899939,0.540684579,0
3.413563958,2.27648445,3.956361055,8.316683621,-1.176521795,-0.619532081,-1.078133003,0.769401102,0.362960415,0.260024095,0.919915501,0
9.904541529,8.279374013,6.095355633,6.668340906,-1.788968654,-0.72798038,-1.280991054,0.194791014,0.894696943,0.660503795,0.305951866,0
8.283622578,1.785637712,6.894354289,4.723246801,-0.913488721,-1.285638007,-1.679573046,0.484302519,0.342030477,0.875813439,0.237514699,0
8.998411446,5.573551916,7.06361589,8.703977803,-1.717581161,-1.744431684,-1.968810638,0.920187349,0.877670426,0.571282659,0.251871733,0
6.584278143,2.606602134,3.415270341,5.865312143,-0.595686735,-1.10044607,-1.841541677,0.24884789,0.444904889,0.808912927,0.605348259,0
5.917246,6.751084834,5.90674305,4.747989287,-0.577590474,-1.877469564,-1.488844419,0.887598263,0.458395867,0.680558511,0.160192437,0
8.399168941,8.492788816,9.373776575,3.183873796,-0.520941659,-1.974690275,-1.196764964,0.126344659,0.405256505,0.821358261,0.669650684,0
5.562420068,5.36021193,4.434117775,9.05619664,-0.599043835,-0.870647926,-1.23545588,0.771981391,0.178074698,0.664695181,0.12105485,0
1.285136564,5.524171587,4.520142056,3.112703067,-1.478228365,-0.837903589,-1.872476077,0.46277976,0.814472836,0.799768207,0.500560479,0
4.064072539,1.880307497,3.311282345,7.805816286,-0.881282083,-0.912533808,-0.854450543,0.713911528,0.050296364,0.151962659,0.966376744,0
1.467617668,9.389084992,6.019740318,9.376246719,-1.8947938,-1.589084876,-0.758524854,0.659519224,0.273216931,0.526144883,0.851163343,0
9.833500814,9.027860288,3.7126385,4.570414452,-0.613619205,-1.340789964,-1.846751951,0.754965526,0.94523933,0.45088523,0.885677899,0
6.878462042,9.900297542,8.509816363,3.404690692,-0.990679567,-1.263601656,-1.905540448,0.624203428,0.207251012,0.540369856,0.411861023,0
9.278942672,4.572991244,5.610632379,3.530528574,-1.460469243,-1.172318657,-0.816806154,0.673510699,0.975578701,0.73189089,0.153240126,0
2.071057925,1.03571248,9.035289178,7.842710665,-1.922057542,-1.243478604,-1.084260701,0.584901069,0.063016389,0.8897895,0.566183108,0
1.354536688,9.308665632,9.830984752,1.137134464,-0.61605248,-0.545767027,-0.966784281,0.976606726,0.772864841,0.875887918,0.238973831,0
8.245885674,8.363267895,8.557974405,2.267096788,-1.798394201,-1.800284612,-1.035980691,0.278689549,0.754627972,0.883108537,0.721194016,0
5.732109797,8.437450829,7.439178164,9.275957493,-1.438910996,-1.553999956,-0.551343883,0.574124998,0.685090338,0.587240953,0.223721529,0
4.654351076,4.480330348,5.344048733,9.731526491,-0.752088791,-1.288761135,-0.965565429,0.313122592,0.969464668,0.530858099,0.795485291,0
5.262271624,3.919258874,8.732029997,9.184447127,-0.676361464,-0.88181975,-1.397664453,0.072480653,0.130918901,0.634199445,0.869986252,0
6.683104994,8.585142308,9.052509486,9.798223185,-0.938445495,-0.995484072,-1.768192126,0.739004543,0.067482425,0.393643792,0.903542688,0
5.312598716,8.100543126,8.625119095,7.564411475,-0.522593211,-1.607300979,-1.249960385,0.645884834,0.764514427,0.664819052,0.650569922,0
3.883451851,1.982322981,1.167491063,5.139068838,-0.785181194,-0.763771684,-1.253236726,0.810869528,0.871295616,0.466109296,0.93472863,0
1.168637292,3.222799875,7.184345249,3.802354975,-0.692439154,-1.725545622,-1.050329031,0.351397342,0.502760871,0.966863539,0.288089407,0
3.594450895,1.721863278,7.830562943,3.52345091,-1.849655939,-0.587015658,-1.207882237,0.273178271,0.581204107,0.978953039,0.177204368,0
3.350586774,7.16989809,9.472843593,7.797809183,-0.810662017,-1.199092454,-1.80222016,0.074338122,0.111405017,0.499667262,0.928193467,0
8.159137846,3.64949607,5.883431903,2.401491112,-1.325785367,-1.920685967,-1.065895626,0.659618594,0.48385933,0.405977007,0.445111855,0
8.682606078,9.966279564,5.840690135,2.668742895,-1.96825278,-1.44497981,-0.706732118,0.193453524,0.890858585,0.151606452,0.996200297,0
7.254321605,5.406391316,0.814491802,3.950642516,-1.906655795,-1.369188074,-1.124787275,0.627516247,0.80104599,0.089646398,0.55152964,0
4.413725881,6.473115656,9.742938489,6.405266593,-1.089207181,-0.973463916,-1.125984919,0.449207992,0.231345389,0.994275054,0.740977393,0
4.853455042,7.03451819,3.236418855,3.637494806,-0.791412651,-1.787448342,-1.265313636,0.650590399,0.286779131,0.737175121,0.725377789,0
9.363568497,2.448384314,4.081066458,9.647818801,-1.745526507,-1.073158612,-0.763489939,0.49547621,0.791445172,0.595220919,0.610328537,0
5.647455133,9.862864128,3.745038185,1.040486423,-1.795929003,-1.797427107,-1.341958584,0.71506177,0.945801377,0.144994386,0.548885768,0
8.968818015,3.681835437,8.707242119,1.760367104,-1.136346764,-1.685963874,-1.458263879,0.856406678,0.150677462,0.504512471,0.824609005,0
1.751666693,4.104057894,5.838193801,5.026690925,-0.528580207,-1.859119346,-1.090698384,0.336614973,0.534433558,0.449730043,0.806743118,0
2.282865305,3.720217497,3.691036557,2.837712696,-1.993984674,-0.749708029,-1.937952711,0.882048427,0.763892726,0.454642528,0.388422854,0
5.287861234,4.173404317,1.508136278,3.613650096,-1.9479656,-0.682080221,-0.669362068,0.90152966,0.416101971,0.919202787,0.122167483,0
8.882044048,6.08014447,3.446410213,9.134917939,-1.846694123,-0.572178603,-1.74623547,0.630484225,0.705289789,0.187038952,0.569815549,0
8.917635348,9.228721671,8.518476807,5.51782949,-1.313917778,-0.969401614,-1.754981124,0.414862642,0.819852428,0.132455589,0.782662681,0
9.12152838,5.041630776,9.387407935,8.331133678,-1.82902809,-1.531785957,-1.776633101,0.371643732,0.126953366,0.894778804,0.782799483,0
3.966491476,8.18745022,0.537317001,7.85911867,-1.547298413,-1.155387181,-0.524657632,0.480069148,0.289809753,0.569983115,0.888707623,0
5.376335508,3.364991751,6.176345304,8.777145456,-1.572475153,-1.73291626,-1.040622577,0.751517188,0.064643499,0.534460338,0.799833607,0
4.097069372,5.308543804,9.220961825,5.891827288,-0.909141717,-0.508686132,-1.485811133,0.121745981,0.543538654,0.781514847,0.131342452,0
6.719997709,9.967429384,7.19870847,5.606796159,-1.31614037,-1.061876995,-1.513679208,0.271673325,0.192374885,0.763672161,0.59045981,0
4.89207142,3.883625994,8.179237473,8.76009956,-1.960029396,-0.641260925,-1.418157899,0.282688424,0.748123382,0.881214146,0.341240539,0
5.725855786,3.274669023,7.773463921,8.511622289,-1.150315497,-1.925626861,-1.263726011,0.954956572,0.408844622,0.966527528,0.931880013,0
4.443063911,8.322063319,3.488620947,9.00430027,-0.975266504,-1.793665661,-1.495433832,0.334401678,0.270823307,0.212570173,0.982598289,0
6.400751695,6.960176132,2.952743534,7.800734288,-1.043925798,-1.130106419,-1.99922929,0.753201214,0.66638928,0.42482614,0.468596496,0
5.87156382,3.464186876,5.357994337,8.60676089,-1.329026608,-0.735364143,-1.118782627,0.934448481,0.440821251,0.996105695,0.618963821,0
4.727359149,3.072431188,1.456835249,5.752624952,-1.248197349,-1.42723072,-1.914719657,0.682836626,0.920525408,0.502802882,0.252449299,0
1.536009176,9.205639526,8.4432084,4.91639964,-1.575872726,-0.532030309,-1.566121599,0.497616401,0.839251611,0.843820538,0.495224589,0
1.579362048,7.316069386,9.236725007,4.81151628,-1.117174194,-0.96726487,-0.694349963,0.748271244,0.53957167,0.818369767,0.396875443,0
8.430338862,5.368375401,0.534061854,1.103431303,-0.512705549,-1.544979902,-0.690151725,0.985190594,0.981156302,0.139377036,0.844348988,0
8.354236468,1.597492719,7.306356928,5.170763113,-0.853378068,-1.703353821,-1.267633765,0.824201986,0.744616364,0.985247204,0.673449418,0
8.656882275,9.956531643,8.889291421,5.545613941,-0.713249177,-0.729342186,-1.673297069,0.8210539,0.986925542,0.321588732,0.606281785,0
9.18576396,6.512221769,7.377372939,8.10373864,-0.532870425,-1.570054286,-1.465026139,0.555524069,0.109707208,0.142178248,0.935297577,0
4.467216574,3.974285176,9.400461255,5.288542255,-0.683340691,-1.130433154,-0.712545871,0.792916825,0.313170391,0.547615074,0.880393543,0
9.041242596,9.341218188,5.009744166,2.824302736,-1.801677762,-1.664788483,-1.335950351,0.158587702,0.652077468,0.808458446,0.087477753,0
1.796916179,5.350630977,2.784571009,5.397794283,-0.820788632,-1.001671826,-0.942931156,0.883734199,0.656154109,0.063799339,0.794407092,0
4.551151865,5.298607477,5.729187221,9.888659276,-0.517494446,-1.610092514,-1.273694897,0.308960989,0.861826597,0.755315256,0.65976064,0
2.143236955,5.83636266,3.22490226,5.919304109,-0.941201198,-1.755653524,-0.928258848,0.985586395,0.985982409,0.928181454,0.715387079,0
0.786643582,7.764953667,4.247034446,8.264702046,-0.742338313,-0.517574287,-1.507930706,0.212388219,0.325064127,0.118107763,0.899716092,0
4.11626965,3.414051683,2.904768342,7.705170485,-1.740624129,-1.832700731,-1.623745098,0.896814062,0.493643586,0.828865706,0.276606402,0
4.040570782,5.273879172,3.503521932,1.857700538,-0.828945276,-1.316252128,-1.268365562,0.90709308,0.673195319,0.967650645,0.267293729,0
6.249998699,6.644344754,6.663179172,9.947488818,-1.345786953,-1.58216876,-1.318877766,0.218704457,0.121484127,0.90367315,0.67169253,0
3.233521453,6.50267541,4.457269227,8.166820149,-1.424235518,-0.902348638,-0.731067154,0.695512469,0.910736883,0.849459121,0.647213123,0
2.460076933,7.383639674,8.821838742,3.599467001,-1.212988901,-1.209539557,-1.404832846,0.660489942,0.578013861,0.609592844,0.689889748,0
9.725354954,9.725430282,9.289480002,1.986917746,-0.839700041,-1.229733693,-1.048308756,0.840022473,0.495159873,0.169830576,0.425476827,0
6.234084859,5.380056483,3.700825111,5.330291229,-0.843605431,-1.928335476,-1.124409462,0.154935976,0.184804988,0.968576056,0.76261871,0
7.937313836,8.932154652,5.097734071,8.059240742,-0.516677762,-1.119364997,-1.62747377,0.134863973,0.701461649,0.970046633,0.125011359,0
4.583015233,9.800999552,9.263885702,8.012958637,-1.183074502,-1.862884435,-0.57207095,0.190261867,0.952035847,0.14727406,0.879003982,0
3.821318108,9.245038742,2.429886761,6.818434603,-1.893641714,-0.697556278,-0.704049156,0.457837999,0.754587431,0.195332951,0.177615035,0
8.6625894,7.347082627,7.396822192,0.542468807,-1.394327596,-0.849765134,-1.337627388,0.910346395,0.343607252,0.37463635,0.993141182,0
8.560696487,3.022054081,8.156981691,7.758487437,-0.574801659,-0.887459125,-1.910276439,0.982835144,0.131136188,0.377479032,0.650130724,0
1.004887962,3.507470813,9.964462004,6.466058561,-1.829410395,-0.95567524,-0.875929417,0.149196798,0.698466123,0.730138092,0.196442091,0
8.788655622,1.691451276,8.879514728,2.765777029,-0.764135439,-0.559030189,-0.514267644,0.741792714,0.83928252,0.657135953,0.808764028,0
7.855018396,0.698895692,7.970597409,5.324313826,-1.362817631,-0.826139882,-1.938840045,0.273825771,0.58704462,0.469002091,0.723297176,0
3.648192021,2.556267585,3.560102624,8.891703208,-0.773597744,-0.943812649,-0.553320408,0.973394695,0.505679668,0.62261849,0.489318428,0
8.64943088,2.086903207,6.79402634,3.757276398,-1.767135684,-0.942786016,-0.933902562,0.861168738,0.375109152,0.125019349,0.246825332,0
8.275049092,3.891749445,5.187532696,0.680365316,-1.239307401,-0.568406126,-1.59448362,0.852307483,0.223401639,0.536423678,0.438008966,0
6.044534517,6.357923946,2.841253985,2.745504102,-1.733316758,-1.312856628,-1.317749835,0.799695962,0.45309085,0.980675035,0.36048786,0
9.021162476,8.183026326,7.403394785,7.128437905,-1.198680793,-1.794288731,-0.622041409,0.61033165,0.322968752,0.293488397,0.968636397,0
6.263477781,4.783848946,9.72335178,7.159806094,-1.095119065,-1.467761391,-0.662509753,0.965388521,0.380333705,0.532610836,0.890260515,0
4.858399941,5.930691929,8.392271615,7.688688792,-0.892260509,-1.37312594,-0.695935233,0.76129994,0.557648612,0.054923637,0.873218749,0
6.125078499,7.045563858,4.995943052,4.398944276,-1.841160684,-0.523195508,-1.4473651,0.716576028,0.212485176,0.817128322,0.268487474,0
3.168381235,4.472643817,4.288367537,6.750086134,-1.935029448,-0.673622423,-1.319586519,0.93757305,0.135988508,0.082094734,0.90646632,0
5.409584391,1.40028362,5.014412779,3.338441169,-0.605262212,-1.13196037,-1.161768421,0.289180061,0.888582738,0.9970546,0.517252299,0
3.263593883,6.53821923,2.797843517,7.157911313,-0.714732816,-0.695893985,-1.44457881,0.637019658,0.109309843,0.334652947,0.6681527,0
5.548868897,3.820613803,8.394309563,5.427353307,-1.136775845,-1.365823362,-0.91408365,0.126678069,0.548743915,0.35798155,0.942339854,0
4.9420802,7.885310119,3.4285717,7.288424489,-1.104859917,-1.169959114,-1.835576882,0.42659815,0.990765345,0.056373766,0.221006119,0
8.172732171,7.023248359,5.17829575,1.108984954,-1.321012945,-0.770586847,-1.083973365,0.821788059,0.266625571,0.725289762,0.540213198,0
9.184530062,2.431486925,8.268291093,0.925891399,-0.750238982,-0.773538986,-0.888915667,0.452469632,0.097473423,0.971438578,0.672305987,0
5.428836671,2.987143556,4.310735021,3.722781333,-1.177018406,-0.847838137,-1.795241346,0.532913974,0.679593169,0.833364436,0.277443391,0
4.4966722,2.978121783,9.476648082,2.443415786,-1.158454126,-0.742403289,-0.523292376,0.36156369,0.126375703,0.982498737,0.085209353,0
6.247665228,9.510528304,7.78317424,2.010376163,-1.300472914,-1.337024541,-1.165748454,0.921823355,0.998449403,0.356009185,0.434206309,0
8.249780099,2.529605883,7.395596084,6.302119054,-1.109571714,-1.901194354,-1.450010419,0.599565693,0.802876594,0.482856053,0.26675643,0
5.997593262,7.933077577,5.002094695,7.187498501,-0.809267806,-1.623393678,-1.184890587,0.809349749,0.610119612,0.995584332,0.914448132,0
3.970069675,2.079256634,5.6838746,4.353708747,-1.272003188,-0.78225241,-0.850636939,0.343792862,0.624065338,0.608931068,0.740551475,0
5.146754065,5.93118967,4.709372394,3.486442471,-0.854497048,-1.194761491,-0.632117149,0.939737788,0.175390055,0.496474468,0.190137858,0
1.900463182,9.888426343,9.567470802,7.838882171,-0.690009146,-1.704404529,-0.847495821,0.935305372,0.634855782,0.304847593,0.792540961,0
9.681731202,5.525283396,3.478191743,8.491244157,-1.334572613,-1.149085934,-0.730278692,0.268242744,0.188626844,0.862591965,0.561995219,0
6.369801575,4.879906902,2.91710579,8.985187721,-1.004122894,-1.702414427,-1.580318047,0.688692376,0.317224227,0.624584069,0.901201817,0
7.802227385,0.920348236,7.744105015,7.865779872,-1.658230371,-1.317676301,-0.625218615,0.548906012,0.760144086,0.652606079,0.71870381,0
4.714896981,1.125952023,3.342713679,7.394299177,-1.926761287,-1.038289667,-1.953702947,0.967877218,0.315757766,0.686775385,0.339956503,0
7.61616481,6.297884,8.338209753,8.977850264,-1.961188494,-1.483918523,-1.10885235,0.532678426,0.704531741,0.056749384,0.881122527,0
8.63075053,9.02070356,9.229180843,6.77415628,-1.827231072,-1.903289578,-1.578065403,0.336868536,0.879194222,0.905078032,0.747721302,0
3.285049827,7.837105788,5.267626449,5.01254091,-1.513938088,-1.720920868,-0.59453348,0.122920093,0.56635198,0.662320381,0.99355291,0
4.46035062,3.958236145,3.107408477,9.676560169,-0.946018142,-1.522530344,-0.683485216,0.339881188,0.745573728,0.766925265,0.757605074,0
0.966089835,5.927551693,8.07692733,6.474827925,-1.707515839,-1.04190567,-1.125814375,0.99012801,0.810061241,0.675689995,0.472726032,0
4.983407357,9.708367036,1.966320802,7.831780171,-1.764394932,-0.912922057,-1.69946537,0.989058208,0.167381149,0.958445237,0.805074465,0
9.53900076,3.057378668,5.793090592,6.603561759,-1.559263558,-0.748178087,-1.028459598,0.852948265,0.300227786,0.769553957,0.30848501,0
3.502749919,3.251682447,6.55536394,9.295635122,-0.954375223,-1.486602713,-1.014719121,0.595059466,0.851313096,0.695078192,0.567586796,0
5.529008983,6.703761496,7.471122625,6.022556863,-1.236425972,-0.958449194,-1.189039808,0.167805108,0.680769965,0.522336718,0.639492662,0
7.594846336,9.732428517,6.911282326,2.597500306,-1.765100163,-0.859337804,-1.223892258,0.389081234,0.188935142,0.976765074,0.47141846,0
5.263344462,3.480789927,6.94974388,6.139964028,-1.907885904,-1.880037785,-1.071743306,0.756379294,0.390014695,0.173173781,0.959136471,0
6.4942757,4.460851033,6.977941117,3.028770234,-0.909228952,-0.944663098,-1.755417236,0.778560805,0.604325136,0.457824156,0.054219955,0
1.606046956,6.307132945,6.983645867,7.021739272,-0.829110477,-1.029702911,-1.660411397,0.758620719,0.905573343,0.117739338,0.698431483,0
4.149826209,8.658972066,8.623792406,3.359214474,-1.663787031,-0.614664797,-0.888715323,0.85094975,0.443549687,0.943301334,0.235848109,0
3.624756627,3.128355106,3.814495002,7.531996056,-0.612032658,-1.983543429,-1.224910111,0.207996512,0.670102421,0.855281454,0.70732407,0
8.037391629,4.973697973,9.426393534,7.731414169,-0.720471955,-1.226630124,-0.821707115,0.816595546,0.303810128,0.582825276,0.944894763,0
3.201714809,3.655790347,8.024269106,9.702328038,-0.788613559,-0.867634944,-1.566911089,0.85398668,0.821295654,0.123178763,0.635256883,0
8.710935881,4.334330277,9.903439405,9.432003219,-1.365031649,-0.771051932,-1.861456405,0.502293286,0.266946224,0.783606314,0.312614622,0
5.872401807,4.286860397,2.771222985,5.07680072,-1.809828166,-0.848239132,-0.779460804,0.803681068,0.666257695,0.810384939,0.993045408,0
8.653504801,5.736915824,6.660231414,9.087240529,-0.951742149,-1.41757683,-0.707794565,0.072071621,0.295936568,0.131194538,0.78004991,0
3.076856741,6.113451086,6.090761586,8.696454834,-0.523589373,-1.650722656,-1.008132872,0.511478901,0.671314167,0.062899823,0.391563648,0
6.457855587,9.68651605,2.014041501,2.634340909,-1.547600807,-0.686135465,-1.686249481,0.859518276,0.723106243,0.411591879,0.512025095,0
9.373644557,8.545561554,5.965948972,9.827568866,-1.886990363,-1.397921085,-1.831529464,0.225406721,0.269695839,0.742438684,0.535052376,0
8.745310037,6.977505793,3.358443824,7.852763777,-1.574450369,-0.838835879,-1.957062122,0.305221507,0.675623838,0.858225133,0.788793376,0
7.194865269,9.428059365,9.399104139,7.190612715,-1.831951662,-1.513085094,-1.321216617,0.126070027,0.556959246,0.744573677,0.738384657,0
7.986253031,6.590459889,6.473316149,6.607716129,-1.218078991,-1.94685813,-1.070291054,0.146766253,0.423580909,0.481399757,0.485411279,0
8.735142114,5.820385143,5.421348196,3.544156195,-0.698744871,-1.438211175,-1.899034434,0.823915298,0.646082594,0.08738928,0.312755214,0
8.821837129,8.591699705,3.752680879,4.080953063,-1.494622824,-1.740984723,-1.64321878,0.167796444,0.673848008,0.676406515,0.743382203,0
7.399616428,2.403337599,8.960993772,4.77437587,-1.166427169,-1.471118865,-1.156191495,0.948894312,0.45035312,0.513298618,0.35869138,0
5.045627013,2.637211672,6.183347075,4.619591611,-1.000095847,-0.873745486,-1.479206625,0.795641604,0.405690211,0.226645103,0.174876397,0
4.715942006,4.676627289,2.440630426,7.77966112,-1.110742933,-0.995734272,-1.486443435,0.744708566,0.84524469,0.961809042,0.152271306,0
1.698299549,7.243703538,7.098824622,7.410053955,-1.79435089,-1.431008163,-0.937304086,0.095045021,0.349506911,0.351237002,0.771615606,0
6.358740386,1.470854546,8.471961951,9.173121259,-1.808584645,-1.098626421,-1.770712413,0.788157715,0.970447436,0.362754144,0.189464986,0
8.204825947,5.134849189,5.545500373,4.231257348,-0.90008861,-1.697295141,-1.134981099,0.189304246,0.738553199,0.507436512,0.367010509,0
9.468029852,4.502779797,9.34732021,1.176580434,-1.363910626,-1.98769029,-1.829724428,0.988920366,0.354826965,0.938010062,0.191361762,0
1.054633825,4.708732408,9.078879964,5.64915152,-1.750801667,-1.304338166,-0.997554672,0.202031546,0.560131211,0.82931153,0.436960605,0
7.347121714,6.598578464,3.960393217,9.196289839,-0.787356326,-0.929496576,-0.713497782,0.678708631,0.901958072,0.682979342,0.340880767,0
